"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC541473",-7.95630769230772,65.0413953488372,-0.337202611739609,0.737658718131345,0.837050219741205,-4.77976343705389
"C6orf15",2.49461538461538,26.7158139534884,0.336933583283575,0.737860044445936,0.837170909463395,-4.77979441990625
"KCNRG",26.1892307692307,308.592325581395,0.336924678481138,0.737866708636155,0.837170909463395,-4.77979544501515
"ASTN1",3.30392307692308,13.6581395348837,0.336839533485725,0.737930430614278,0.837170909463395,-4.77980524543702
"KLHL32",1.70341025641026,11.7153488372093,0.336799629107956,0.737960295441547,0.837170909463395,-4.7798098376953
"TREX1",0.682179487179486,10.3520930232558,0.33674816654237,0.737998811134999,0.837170909463395,-4.77981575929194
"LOC440350",71.4512820512825,1894.46511627907,0.336718389496618,0.738021097229262,0.837170909463395,-4.7798191852109
"VAV3",-175.40717948718,1508.77674418605,-0.336637705888985,0.738081484570872,0.837170909463395,-4.77982846654042
"PXT1",0.593794871794868,7.33581395348837,0.336607354338666,0.738104201507754,0.837170909463395,-4.77983195741937
"RNF111",-10.7120512820512,174.041860465116,-0.336421376378782,0.738243403841801,0.837269854276824,-4.77985334083515
"JMJD2D",-1.63930769230769,12.4186046511628,-0.336377523120739,0.738276228790147,0.837269854276824,-4.77985838129864
"DKFZP434K028",-0.799794871794866,16.0004651162791,-0.336244640723284,0.738375696661613,0.83727874194951,-4.77987365073464
"ZFP30",-6.26205128205123,70.436511627907,-0.336243497230905,0.7383765526318,0.83727874194951,-4.77987378210672
"ADRA1B",1.90625641025641,13.473023255814,0.336197140431977,0.738411253660166,0.83727874194951,-4.77987910751384
"ODAM",-3.46784615384617,20.9244186046512,-0.3361364116735,0.738456713854992,0.837282216208649,-4.77988608285152
"EXDL2",8.3171794871795,123.648837209302,0.336075664140738,0.738502189051987,0.837285707077771,-4.7798930590963
"AATF",-2.96589743589744,44.34,-0.335926922943986,0.738613539720374,0.837327223205559,-4.77991013525542
"B9D1",2.78446153846154,16.9541860465116,0.335913479541452,0.738623604003445,0.837327223205559,-4.77991167824944
"NLRP8",0.353692307692304,5.24906976744186,0.335762214433029,0.738736850472933,0.837407534151645,-4.77992903579346
"NCK2",0.772230769230768,10.5995348837209,0.335205724386461,0.739153524076225,0.83781647730049,-4.77999282587613
"LRG1",-3.69335897435896,35.2309302325581,-0.335132499615658,0.739208357257259,0.83781647730049,-4.78000121177579
"CEACAM8",-0.650692307692308,9.09372093023256,-0.33511043792207,0.739224878067803,0.83781647730049,-4.78000373798495
"SH3RF2",-1.96325641025641,16.8072093023256,-0.334975348001144,0.739326042332101,0.837819343128074,-4.78001920307579
"WDR31",-4.58676923076924,25.3506976744186,-0.33495249610141,0.739343155807864,0.837819343128074,-4.78002181854961
"ZNF274",7.32425641025637,79.133023255814,0.334937112041609,0.739354676795588,0.837819343128074,-4.78002357920541
"SENP8",2.99479487179486,17.2309302325581,0.334494115840544,0.739686458772007,0.838136173940027,-4.78007424430375
"MYO18A",-5.81538461538466,85.5581395348837,-0.334450468807533,0.739719150932942,0.838136173940027,-4.78007923258132
"COL25A1",2.81897435897437,11.4044186046512,0.33428241497609,0.739845029856246,0.838230709347198,-4.78009843288367
"IRF2",-6.54176923076928,80.9667441860465,-0.333989019460056,0.740064811935702,0.838431618340878,-4.78013193066262
"PSG4",-1.469,14.1451162790698,-0.33382475849647,0.740187869148512,0.838446251361878,-4.78015067206277
"PLEK2",-3.29694871794874,33.0044186046512,-0.333800356696131,0.74020615051043,0.838446251361878,-4.78015345541339
"ARSF",-1.70512820512823,28.5488372093023,-0.333754095545621,0.740240808896687,0.838446251361878,-4.78015873156078
"PPT2",4.05925641025643,41.4851162790698,0.333745099544656,0.740247548673133,0.838446251361878,-4.78015975748281
"NCRNA00105",-3.12333333333334,53.6209302325581,-0.333532571239706,0.740406780240311,0.838578511381884,-4.78018398666546
"PTPN23",-2.0597435897436,47.2860465116279,-0.333450977555478,0.740467915349591,0.838599659378316,-4.78019328464871
"ATAD3C",4.03076923076893,188.581395348837,0.333220228085505,0.740640816529115,0.838747375745942,-4.78021956742923
"STH",-0.491000000000001,6.30744186046512,-0.33305512789465,0.740764534866209,0.838822066656788,-4.78023836157149
"LOC729449",87.9076923076932,1689.02325581395,0.333018851927309,0.740791719305334,0.838822066656788,-4.78024248980085
"PHB",3.76607692307692,33.3444186046512,0.332893548195821,0.740885621839195,0.838880297311217,-4.78025674602076
"NODAL",-1.02384615384617,28.0395348837209,-0.332824371873836,0.740937464243324,0.838890900724727,-4.78026461416145
"RPUSD4",3.27979487179485,32.7497674418605,0.332644494201529,0.741072274614961,0.838995434038687,-4.78028506592857
"C13orf1",3.30794871794872,71.5232558139535,0.332459511136689,0.741210919845434,0.839104296705501,-4.78030608673996
"TAX1BP3",1.26274358974359,10.6079069767442,0.331746253607803,0.741745589483174,0.839661449426986,-4.78038703026583
"SPATA3",-0.715358974358983,15.0586046511628,-0.33167467050958,0.74179925649681,0.839674070989597,-4.78039514430849
"IGSF9",16.3792307692307,151.858139534884,0.33156822004089,0.74187906655199,0.839716281828017,-4.78040720740589
"FAS",21.6948461538461,182.282093023256,0.331174905240827,0.742173974896899,0.839955554331649,-4.78045174502985
"AQP2",1.40158974358973,16.9509302325581,0.331172839389891,0.742175523980317,0.839955554331649,-4.78045197882141
"C3orf48",19.5333333333331,325.627906976744,0.330958011562415,0.742336619064244,0.840086942181347,-4.78047628291334
"FAM78A",1.40402564102564,11.3318604651163,0.330904573188153,0.742376693247702,0.840086942181347,-4.78048232612279
"EHBP1L1",3.14507692307694,51.7711627906977,0.330573642438917,0.742624878955285,0.840299248456257,-4.78051972869331
"MPI",8.73115384615384,109.145348837209,0.330532438815252,0.742655782076691,0.840299248456257,-4.78052438302659
"FAM150B",4.29343589743589,27.5446511627907,0.330484212139958,0.742691953101624,0.840299248456257,-4.78052982994851
"SC65",7.13846153846151,85.8418604651163,0.330311153900533,0.742821755282802,0.840397963169114,-4.78054936938183
"MOG",-4.40607692307693,25.6490697674419,-0.330138905620412,0.742950957480108,0.840472771361666,-4.78056880729101
"ELF1",-12.8692307692308,203.590697674419,-0.330109529313384,0.742972993186084,0.840472771361666,-4.7805721213513
"RSPO1",4.56166666666666,20.9025581395349,0.329933596779683,0.743104967969109,0.840558715535402,-4.78059196289551
"ATAD4",34.1239743589744,298.61511627907,0.329894774264091,0.743134091510868,0.840558715535402,-4.78059633985862
"VRK3",-0.659974358974362,8.08186046511628,-0.329783259297916,0.743217748970349,0.840605195831592,-4.78060890953993
"MAGEA2B",82.6758974358973,240.471627906977,0.329224680852297,0.743636836441675,0.840980184621741,-4.78067180767011
"GGA1",68.6051282051282,877.325581395349,0.328985936124993,0.743815984675286,0.840980184621741,-4.78069865902091
"DLEC1",-0.924794871794871,9.09325581395349,-0.328935111886871,0.743854123802548,0.840980184621741,-4.78070437267277
"GDF2",1.30805128205128,15.3372093023256,0.328934486060104,0.743854593434634,0.840980184621741,-4.78070444302266
"NEDD1",4.49576923076921,57.3758139534884,0.328925695098183,0.743861190346976,0.840980184621741,-4.7807054312104
"EXOSC10",5.39076923076922,55.5302325581395,0.328899767670506,0.743880646916874,0.840980184621741,-4.78070834554743
"ZNF767",-11.7874358974358,153.606976744186,-0.328891937474412,0.743886522919052,0.840980184621741,-4.78070922564513
"GREM2",0.493999999999998,5.5846511627907,0.328887355631266,0.743889961271821,0.840980184621741,-4.7807097406251
"OR10C1",7.21948717948723,39.1906976744186,0.328634671410883,0.744079591295054,0.841146413765657,-4.78073813026085
"C5orf39",-3.99582051282052,19.8283720930233,-0.328482801263936,0.744193571879447,0.841180080118791,-4.78075518280273
"SNX1",5.93910256410258,77.1127906976744,0.328481485083115,0.744194559716214,0.841180080118791,-4.78075533055423
"FLJ30064",4.66717948717945,24.2023255813953,0.328412948238477,0.744245999463092,0.841186838860577,-4.78076302353513
"NEGR1",3.63738461538461,19.6623255813953,0.328360017503546,0.744285726986162,0.841186838860577,-4.7807689637048
"BLVRA",366.643589743589,5052.72093023256,0.328237966659581,0.744377335764961,0.841242231989827,-4.78078265728424
"RAB39",-1.40789743589743,7.94697674418605,-0.327956214902032,0.744588826980323,0.841433093616067,-4.78081424934526
"CDX2",0.424128205128203,5.43744186046512,0.327768026673116,0.744730097759229,0.841544584347829,-4.78083533539936
"PRKCG",-0.840179487179491,21.3676744186047,-0.32770258133191,0.744779228924129,0.841551950567721,-4.78084266558581
"IFT172",8.64794871794876,164.848837209302,0.327559929878505,0.744886324036194,0.841589489172724,-4.7808586381914
"SIGLEC8",0.784153846153842,9.06093023255814,0.327527704291332,0.7449105179982,0.841589489172724,-4.78086224551812
"PDHB",21.3538461538465,395.744186046512,0.32746565033515,0.744957106900536,0.841589489172724,-4.78086919083622
"PMP22",40.0569230769228,286.86976744186,0.327427414974034,0.744985813746835,0.841589489172724,-4.78087346963566
"AGRN",25.642564102564,388.120930232558,0.327350844724878,0.745043303267158,0.841589489172724,-4.780882036883
"C9orf72",3.4298205128205,41.9667441860465,0.327317769902344,0.745068136548479,0.841589489172724,-4.78088573692505
"HVCN1",2.57525641025641,27.0797674418605,0.327219337575138,0.745142043261112,0.841608543877848,-4.78089674624233
"MINK1",-2.12415384615384,18.0141860465116,-0.327181789549555,0.745170236378958,0.841608543877848,-4.78090094499485
"PDZD8",-18.0964102564103,249.297674418605,-0.327027750193107,0.745285901282081,0.841662808039504,-4.78091816521851
"ATP5G1",32.4564102564103,336.820930232558,0.327004288750108,0.745303518507005,0.841662808039504,-4.78092078729266
"C20orf107",0.307974358974359,4.03255813953488,0.326863512939211,0.745409230126739,0.841734054878664,-4.78093651661984
"BRCA2",-0.741410256410257,6.92581395348837,-0.326686325284028,0.745542291254801,0.841836175528363,-4.78095630481251
"PPP1R9A",10.286923076923,196.8,0.326348118486274,0.745796293415345,0.842074838411734,-4.78099404597702
"MYCBP2",19.0000000000002,332.255813953488,0.326165992002708,0.745933087037657,0.842144898332316,-4.78101435377476
"TRDMT1",-1.41005128205128,14.2716279069767,-0.326151958457875,0.745943627855953,0.842144898332316,-4.78101591810214
"MRGPRD",1.99969230769229,8.90744186046512,0.326076992274831,0.745999936980764,0.842160326708192,-4.78102427349554
"SLC16A12",0.599923076923079,6.07162790697674,0.325877806282206,0.746149557789431,0.842281086983909,-4.78104646461754
"FAM102A",348.282051282051,7048.37209302326,0.325438366137493,0.74647968329618,0.842605582156851,-4.78109537467552
"PTPN14",16.9997435897437,260.037209302326,0.325212223499947,0.746649589743223,0.842732589671425,-4.78112051903766
"PLXNB2",0.926230769230767,10.206976744186,0.325175015944772,0.746677545904632,0.842732589671425,-4.78112465441338
"CECR5",17.0541025641024,229.797441860465,0.325077788152839,0.746750600329022,0.842746766636963,-4.78113545842995
"EDIL3",16.3835384615384,69.7788372093023,0.325044712911854,0.74677545273922,0.842746766636963,-4.78113913304232
"CLEC2D",0.730692307692307,9.98209302325581,0.32473068501095,0.747011423802682,0.842964893930585,-4.78117400262693
"BFSP2",1.31792307692307,8.63255813953488,0.324514528327194,0.747173865445599,0.843100026778948,-4.78119798519488
"ADORA2A",-10.0520512820512,182.602325581395,-0.324296350452534,0.747337837815597,0.843236871337497,-4.78122217595591
"WDR21C",-5.99794871794876,116.1,-0.324169970404199,0.747432824618548,0.843295866852817,-4.78123618113223
"APOOL",3.62461538461539,51.7441860465116,0.324088379498219,0.747494150170142,0.843316879275072,-4.78124521999269
"BHLHE40",-22.4335897435898,267.125581395349,-0.323850599681062,0.747672880250476,0.843386875973671,-4.78127154901283
"OR1A2",-0.545102564102562,10.5804651162791,-0.323840025198682,0.747680829014852,0.843386875973671,-4.78127271946514
"UPK2",1.12746153846153,11.1881395348837,0.323835395269201,0.747684309309182,0.843386875973671,-4.78127323192384
"ARHGAP4",24.251282051282,484.53488372093,0.323610133591416,0.7478536437981,0.84352970537259,-4.78129815599148
"TRPM5",0.991205128205124,20.49,0.323480824848512,0.747950853911455,0.843591171553245,-4.78131245558133
"HSPC072",-0.604923076923077,12.1248837209302,-0.323271624434561,0.748108132783398,0.843712935094065,-4.78133557797969
"SPTAN1",14.3846153846154,433.651162790698,0.32322357760213,0.748144256386008,0.843712935094065,-4.78134088638123
"FAM129C",-0.925538461538469,14.7258139534884,-0.323020461772006,0.748296973627439,0.843836974371512,-4.78136331876512
"OCEL1",2.91469230769231,38.2258139534884,0.322405258702633,0.748759590426635,0.844310446005231,-4.781431177295
"SERPINB3",1.22574358974359,16.1520930232558,0.322220143322796,0.748898810758934,0.844419218594244,-4.78145157090351
"QRICH1",-7.88051282051296,160.655813953488,-0.322126179865398,0.748969481411242,0.844450690134199,-4.78146191813255
"CCDC17",1.32266666666666,13.4027906976744,0.321963643440818,0.74909173148778,0.844540309707836,-4.78147980953112
"BRD4",-0.837025641025642,15.3537209302326,-0.321803703268632,0.749212035199472,0.844627724806164,-4.7814974064023
"KRT18P42",2.34964102564103,28.546976744186,0.321610243564222,0.749357560066859,0.844743561490976,-4.78151867955769
"SLC5A4",2.46333333333333,16.0186046511628,0.321389124309817,0.749523902414974,0.844882850958523,-4.78154297866621
"hCG_1990547",-1.17202564102565,10.78,-0.321313922767518,0.749580477360103,0.844898398914712,-4.78155123889337
"CLDND2",0.931000000000007,8.14953488372093,0.321236891499421,0.74963843027583,0.844915498203251,-4.78155969811215
"LRRN4",1.1611282051282,7.37162790697674,0.320921300574527,0.749875874013222,0.845134887626954,-4.78159433385057
"TXNDC15",13.5738461538461,242.316279069767,0.320797834051847,0.749968774222129,0.845191355975395,-4.78160787496995
"ANXA6",1.41915384615384,21.9439534883721,0.320686390328792,0.750052631314948,0.845237627152006,-4.78162009305825
"FLJ23867",-18.9743589743592,466.06976744186,-0.320276891368937,0.750360789734462,0.845491633328988,-4.78166495215405
"CACNB3",-6.36589743589747,120.127906976744,-0.320273081754869,0.750363656760199,0.845491633328988,-4.78166536921628
"MAP4K4",-3.62102564102567,46.5813953488372,-0.320205923491859,0.750414199072408,0.845500343306765,-4.78167272064253
"SLC29A4",0.434487179487179,7.04697674418605,0.320056753871127,0.750526465887073,0.845578594032963,-4.78168904390724
"ISM2",0.591333333333333,11.7825581395349,0.319959910772419,0.750599354075907,0.845603724096702,-4.78169963717077
"HRASLS2",7.14971794871795,46.4127906976744,0.319857335641775,0.750676558949028,0.845603724096702,-4.78171085396993
"ZNF195",13.1307692307689,398.93023255814,0.319856452461412,0.750677223700612,0.845603724096702,-4.78171095053202
"ALCAM",280.523076923077,3086.79069767442,0.319650143729558,0.750832513268965,0.84573041148399,-4.78173349994719
"N4BP1",-3.22176923076923,46.183023255814,-0.319586315062273,0.750880559531127,0.845736293497219,-4.78174047345763
"RFT1",-2.50984615384618,26.9927906976744,-0.319507680089738,0.750939752438083,0.845754728879367,-4.78174906271088
"LOC284402",-1.82358974358975,26.2046511627907,-0.31940065114044,0.751020321507854,0.845797235940842,-4.78176075005342
"BMP4",-0.830923076923083,7.04720930232558,-0.319244819718364,0.751137633050019,0.845838199951306,-4.7817777595823
"EIF2C4",-8.43561538461542,54.5093023255814,-0.319238548677067,0.751142354081017,0.845838199951306,-4.78177844391543
"PHF23",-4.61487179487177,65.5418604651163,-0.318985644265229,0.751332756273646,0.84600436761778,-4.78180603122917
"FAM43B",3.83846153846147,114.639534883721,0.318687248644961,0.751557427259675,0.846195705494566,-4.78183855292577
"ARMC6",-2.4797435897436,53.693023255814,-0.318646144323333,0.751588377643435,0.846195705494566,-4.78184303045911
"TTC17",-17.6312820512821,356.083720930233,-0.318475877611899,0.751716588038845,0.846275670575264,-4.78186157167463
"LOC284296",-0.942358974358992,26.2502325581395,-0.318438006944744,0.751745105519361,0.846275670575264,-4.7818656942695
"GCKR",1.33561538461538,8.19720930232558,0.318250251435696,0.751886494909557,0.846351952746153,-4.78188612612278
"RPP14",-3.77438461538464,48.2920930232558,-0.318234206846547,0.751898577696656,0.846351952746153,-4.78188787156613
"GSTM3",-16.4861794871795,104.551860465116,-0.318175665898141,0.75194266398548,0.846353338142553,-4.78189423932237
"TTC15",-1.66461538461538,36.6232558139535,-0.317825237137253,0.752206584036619,0.84652578336323,-4.78193233270136
"CTAGE3",-1.84084615384615,17.8395348837209,-0.317820875360965,0.752209869230862,0.84652578336323,-4.78193280658614
"SLC16A2",1.68882051282051,14.0820930232558,0.317801495655781,0.75222446565605,0.84652578336323,-4.7819349120144
"PRM2",-0.589179487179491,10.5727906976744,-0.317586235406557,0.75238660175385,0.846638331640186,-4.78195828951433
"SOD2",-11.777358974359,142.900930232558,-0.317528973865133,0.752429733606644,0.846638331640186,-4.78196450553499
"FAM20C",-2.70128205128205,71.4,-0.317465286459421,0.752477706637491,0.846638331640186,-4.78197141780868
"IL6R",7.18769230769233,88.306976744186,0.317441059540129,0.752495956011959,0.846638331640186,-4.78197404690146
"ARMC4",6.657,25.1944186046512,0.317233649602684,0.752652197245435,0.84676587919563,-4.78199654677507
"KDR",-10.6140512820513,100.77023255814,-0.317025034249503,0.752809357108611,0.846894445658671,-4.78201916269733
"LYNX1",70.6735897435894,709.23023255814,0.316915467184613,0.752891903440811,0.846939063627966,-4.78203103491605
"OSGEPL1",5.03228205128205,62.8362790697674,0.316632358060841,0.753105207548726,0.847130759462311,-4.78206169256089
"FAM169B",-0.9224358974359,10.7172093023256,-0.316565439679985,0.753155629003153,0.847139225263884,-4.78206893512354
"HEATR5A",-4.28666666666669,72.7093023255814,-0.316357580738118,0.753312252872851,0.847224475581292,-4.78209142196987
"AAAS",-6.75358974358966,145.86511627907,-0.316350988081902,0.753317220679907,0.847224475581292,-4.78209213494482
"RTKN",-0.667076923076925,12.7476744186047,-0.315486439605674,0.753968781138411,0.847908972080319,-4.78218550542521
"LOC654350",23.7743589743589,364.279069767442,0.315026506646064,0.754315480176372,0.848250564742237,-4.78223507448538
"LOC100130507",3.06146153846152,21.8374418604651,0.314876477623426,0.754428583670993,0.848329448210354,-4.78225122827498
"NDP",0.482179487179486,7.96255813953488,0.314775645988862,0.754504601432175,0.848366623416308,-4.78226208063832
"RAB21",10.3256410256408,276.511627906977,0.314654614687396,0.754595851135857,0.848420920243782,-4.78227510250899
"ZNF681",-127.307692307691,5493.48837209302,-0.314446720114125,0.754752598364139,0.848508824188364,-4.78229745848369
"LOC388002",0.522948717948716,6.97023255813953,0.314436952353875,0.754759963264823,0.848508824188364,-4.78229850850073
"STRN",5.4382051282051,93.4325581395349,0.314138053511349,0.754985344451378,0.848713887042934,-4.7823306239543
"MAPRE3",-3.19892307692309,34.3151162790698,-0.314056491772429,0.755046848885011,0.848734715614439,-4.7823393821658
"GRM2",0.81528205128204,17.2841860465116,0.313908665831849,0.755158326220166,0.84881171226648,-4.78235525016751
"KBTBD6",-5.66128205128209,70.4248837209302,-0.313259475555959,0.755647951019701,0.849301830981117,-4.78242484810485
"EFNA2",-2.45487179487179,50.3488372093023,-0.313208848946032,0.755686138315988,0.849301830981117,-4.78243026963829
"GSPT1",-12.8679487179488,233.406976744186,-0.313124514326772,0.755749752700489,0.849301830981117,-4.78243929898533
"C8orf44",-9.82438461538463,125.561162790698,-0.313102462288275,0.755766387040465,0.849301830981117,-4.78244165960489
"RER1",-2.70553846153847,24.1639534883721,-0.312695708600276,0.75607323137107,0.849552419159672,-4.78248517206144
"SFRS6",-157.923076923079,4606.74418604651,-0.31266217973488,0.75609852644863,0.849552419159672,-4.78248875630647
"C9orf110",3.44310256410255,49.8713953488372,0.312635797808885,0.756118429873389,0.849552419159672,-4.78249157627362
"PER1",-1.63715384615384,26.3039534883721,-0.312504307830431,0.756217632898554,0.849615543981883,-4.7825056277319
"RNF40",1.11358974358975,15.15,0.312295600294464,0.756375101501916,0.849744119663311,-4.7825279188736
"C17orf97",-3.0276666666667,35.3476744186046,-0.312091620419973,0.756529013244982,0.849868685015651,-4.78254969079638
"CYP11A1",1.2802564102564,42.8162790697674,0.311854946106398,0.75670760691862,0.850020961778956,-4.78257493469158
"IP6K1",-1.08066666666667,13.7560465116279,-0.311772169347441,0.756770073173208,0.85004278097473,-4.78258375924993
"KIAA0841",-15.5297435897437,217.088372093023,-0.311621504729373,0.756883774221505,0.85011357977835,-4.78259981514414
"ATP8A2",0.357307692307693,5.38697674418605,0.311574570012088,0.756919195241405,0.85011357977835,-4.78260481526861
"GLT1D1",-1.69184615384615,33.973488372093,-0.311359717496668,0.757081348391666,0.850202880667909,-4.78262769474031
"SIGLEC9",0.378128205128204,7.1753488372093,0.311355134607929,0.757084807302944,0.850202880667909,-4.78262818259786
"AK1",4.28743589743588,81.6604651162791,0.311112214199165,0.75726815742499,0.850360427644631,-4.78265403175655
"LOC644538",0.612153846153846,5.94093023255814,0.310933830030268,0.75740280625675,0.850415162664467,-4.78267300086626
"SPSB3",21.5410256410257,360.720930232558,0.310933543238278,0.757403022740661,0.850415162664467,-4.7826730313546
"IL12B",0.435358974358973,5.47604651162791,0.310862415190813,0.757456714102594,0.850427097601599,-4.78268059198898
"C20orf108",-17.2487179487179,450.581395348837,-0.310561610342978,0.757683791552574,0.850633687645488,-4.78271254739421
"MAGEB1",-0.428512820512825,9.99488372093023,-0.310369969341334,0.757828472565947,0.850747754928655,-4.78273288998628
"PTPN20B",-2.51533333333335,25.1051162790698,-0.309901788936232,0.758181966334522,0.851049341467258,-4.78278253468728
"KLRB1",3.518641025641,43.1325581395349,0.309893947596344,0.758187887286677,0.851049341467258,-4.7827833655305
"FLII",4.13205128205128,69.5674418604651,0.309842944938025,0.758226399469158,0.851049341467258,-4.78278876909945
"TMC4",6.56128205128206,121.393023255814,0.309683410013803,0.758346868539549,0.851136184745826,-4.78280566561768
"FGGY",-29.3899230769231,315.572325581395,-0.309593803818194,0.758414535231577,0.851140943047552,-4.78281515212054
"MARVELD3",16.6076923076923,135.039069767442,0.30951050763095,0.758477438600478,0.851140943047552,-4.78282396814693
"LMO2",-24.4853846153848,338.032558139535,-0.309495766033026,0.758488571289476,0.851140943047552,-4.78282552814503
"C8orf42",-1.23348717948718,14.7555813953488,-0.309401394235618,0.758559841039126,0.851140943047552,-4.78283551309191
"INPP5E",2.48220512820513,17.1802325581395,0.30939244751277,0.758566597730516,0.851140943047552,-4.78283645953731
"ARHGEF7",4.88958974358973,35.1244186046512,0.309277752701637,0.758653218563454,0.851189774651157,-4.78284859033131
"PCBP2",12.4228205128206,261.820930232558,0.308938884686267,0.758909159808258,0.851404305023621,-4.78288440491919
"HSF5",1.23958974358975,17.4879069767442,0.308909109239089,0.758931650005601,0.851404305023621,-4.78288754999124
"PTGS1",5.38761538461535,48.3941860465116,0.30885335905812,0.758973760187394,0.851404305023621,-4.7828934378709
"DHX33",-5.22953846153848,71.9030232558139,-0.308616102267624,0.759152977334343,0.851449862188688,-4.78291848320483
"NR2E3",-1.8123076923077,23.8979069767442,-0.308610491704049,0.759157215559537,0.851449862188688,-4.78291907523673
"ITGA7",6.98153846153846,89.1093023255814,0.308523619033522,0.759222840216265,0.851449862188688,-4.78292824075887
"FAM49A",2.7269230769231,33.3255813953488,0.308523583891348,0.759222866763449,0.851449862188688,-4.78292824446604
"TBC1D26",1.34202564102563,19.4286046511628,0.30851422141647,0.759229939396566,0.851449862188688,-4.78292923210324
"ZNF430",-163.564102564101,7275.11627906977,-0.308142291287517,0.759510921017564,0.851712660505623,-4.78296844254394
"LOC100009676",-2.4461794871795,22.9872093023256,-0.30808664563802,0.759552962402023,0.851712660505623,-4.78297430490591
"CAMK2D",26.8748717948718,497.288372093023,0.308032786368463,0.759593654842551,0.851712660505623,-4.78297997806909
"LOC645231",31.1102564102565,719.627906976744,0.307886732881557,0.759704006502094,0.851788033632897,-4.78299535737995
"TARSL2",-7.97717948717957,122.888372093023,-0.307775177214147,0.759788296525609,0.851834179283807,-4.78300709922317
"KLHL14",-0.927512820512821,5.72674418604651,-0.307693613908772,0.75984992657853,0.851854915985433,-4.78301568153394
"RASA4",-18.948717948718,347.895348837209,-0.307046875054815,0.760338664867239,0.852336226011906,-4.78308365321892
"PPP1R14D",-0.391564102564107,5.56604651162791,-0.307011276582144,0.760365569389729,0.852336226011906,-4.78308739046563
"CCDC123",-2.45102564102565,29.6076744186047,-0.306816337182834,0.760512905515882,0.852452997958633,-4.78310784823003
"RFX6",0.796589743589743,6.52883720930233,0.306588899566857,0.760684815329118,0.852551673371041,-4.78313170019418
"CGRRF1",-1.58697435897436,26.0351162790698,-0.306585642679781,0.760687277151811,0.852551673371041,-4.78313204162476
"ANKDD1A",2.12617948717947,22.7895348837209,0.306430762031706,0.760804351562902,0.852625585641607,-4.78314827413536
"LOC146429",-0.689538461538474,13.9204651162791,-0.306328762709302,0.760881456036502,0.852625585641607,-4.78315895988915
"PRO1768",-0.663923076923073,8.48372093023256,-0.306327058250581,0.760882744510997,0.852625585641607,-4.78315913842334
"GALNT8",-0.500307692307694,5.66325581395349,-0.306243655622405,0.760945793025505,0.85264785625309,-4.78316787325974
"ZNF783",7.45641025641029,103.579069767442,0.306109902568481,0.761046907559087,0.852712775296971,-4.78318187641533
"ERLIN2",-42.4443589743587,551.695348837209,-0.305883990813738,0.76121770176334,0.852855754928473,-4.78320551425528
"ZNF615",4.34864102564102,22.5416279069767,0.30553277581955,0.761483251888559,0.853087816086353,-4.78324222856124
"SFRS8",25.7487179487175,593.348837209302,0.305495785864543,0.761511221316842,0.853087816086353,-4.7832460928743
"CDK5R1",1.25487179487179,25.2139534883721,0.305264083713397,0.761686426947821,0.853235691763614,-4.78327028806056
"OR1A1",1.36584615384615,11.6190697674419,0.30509941309801,0.761810953209358,0.853326783218854,-4.78328747249205
"C21orf63",-1.72710256410256,23.1558139534884,-0.304981787017943,0.761899907638302,0.853378021548821,-4.78329974189043
"FXYD7",1.47205128205129,37.2116279069767,0.304735991204064,0.762085800632139,0.853537825479731,-4.78332536532035
"CWF19L2",-4.22487179487179,65.9739534883721,-0.304671713811929,0.762134415348526,0.853543868023026,-4.78333206265115
"MYH7",0.61707692307692,8.41744186046512,0.304441115514197,0.762308831032162,0.853690791270438,-4.78335607811407
"MET",-11.852641025641,155.523023255814,-0.304269790110622,0.762438423079565,0.853715421784954,-4.78337390896572
"MTM1",-6.99051282051288,88.9767441860465,-0.304257335782723,0.762447843912282,0.853715421784954,-4.78337520477309
"IL18R1",0.535794871794869,6.2353488372093,0.304204981695486,0.762487446536389,0.853715421784954,-4.78338065136493
"MYEF2",11.8415384615384,223.1,0.304183444659574,0.762503738157111,0.853715421784954,-4.78338289167339
"EXOC3",-10.9235897435897,221.455813953488,-0.303975396934587,0.762661120795386,0.853843224182998,-4.78340452494227
"PCDHGA9",0.534333333333331,11.1427906976744,0.303700316023603,0.762869227889816,0.854027797834362,-4.78343310591668
"RP3.402G11.5",0.5024358974359,9.36976744186047,0.303626879747369,0.762924787676246,0.854041584390556,-4.78344073162008
"AGL",-15.7038461538461,325.197674418605,-0.303222234667374,0.763230953267487,0.854260779790418,-4.78348271757505
"SPHAR",10.5984615384615,163.055813953488,0.303200793648148,0.763247177203322,0.854260779790418,-4.78348494074366
"FBXO38",7.30076923076936,143.762790697674,0.303169474501028,0.763270875889497,0.854260779790418,-4.78348818787155
"SPATA4",1.91774358974358,10.8948837209302,0.303139415906952,0.763293620952033,0.854260779790418,-4.78349130399382
"C8A",-0.924102564102554,25.7860465116279,-0.302724819475778,0.763607363865936,0.854478142058194,-4.7835342531961
"TBX10",2.37348717948718,27.0097674418605,0.302719640067226,0.763611283601267,0.854478142058194,-4.78353478937647
"TRIM52",-10.4858974358975,197.453488372093,-0.302677323984912,0.763643308312114,0.854478142058194,-4.78353916966151
"PDE6D",10.8438461538462,133.131627906977,0.302630466751996,0.763678770243965,0.854478142058194,-4.78354401930763
"PRSS21",2.24856410256407,22.1095348837209,0.302594321776001,0.763706125404418,0.854478142058194,-4.78354775974366
